Brand,Year,UsedOrNew,Transmission,FuelType,FuelConsumption,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineVolume,ExtCol,State,DriveFront,DriveRear
Toyota,2015.0,USED,Automatic,Unleaded,,167379.0,,Commercial,,,32900.0,,White ,NSW,False,True
Isuzu,2017.0,USED,Automatic,Diesel,7.7,192988.0,4.0,Ute / Tray,4.0,5.0,28999.0,3.0,White ,NSW,True,True
Mercedes-Benz,2014.0,USED,Automatic,Diesel,4.6,105663.0,4.0,Hatchback,5.0,5.0,22500.0,1.8,Blue ,NSW,True,False
Toyota,2007.0,USED,Manual,Unleaded,11.6,222603.0,4.0,Commercial,4.0,3.0,17990.0,2.7,White ,NSW,False,True
Ford,2020.0,USED,Automatic,Premium,5.3,22300.0,3.0,SUV,5.0,5.0,27800.0,1.0,Blue ,NSW,True,False
Mazda,2022.0,USED,Automatic,Unleaded,5.2,11824.0,4.0,Hatchback,5.0,5.0,29990.0,1.5,Grey ,NSW,True,False
Toyota,2007.0,USED,Automatic,Unleaded,7.7,250318.0,4.0,Hatchback,5.0,5.0,10990.0,1.8,Silver ,NSW,True,False
Jeep,2016.0,USED,Automatic,Premium,10.4,39967.0,6.0,SUV,4.0,5.0,34800.0,3.6,White ,NSW,True,True
Hyundai,2020.0,USED,Automatic,Unleaded,7.9,38341.0,4.0,SUV,4.0,5.0,28984.0,2.0,Blue ,NSW,True,False
Toyota,2020.0,USED,Automatic,Unleaded,8.3,7528.0,4.0,Sedan,4.0,5.0,32990.0,2.5,Silver ,NSW,True,False
Honda,2018.0,USED,Automatic,Unleaded,5.8,94385.0,4.0,Sedan,4.0,5.0,19999.0,1.5,Silver ,NSW,True,False
Toyota,2018.0,USED,Automatic,Premium,5.6,110047.0,4.0,SUV,4.0,5.0,29990.0,1.2,Red ,NSW,True,True
Kia,2012.0,USED,Automatic,Diesel,7.4,164189.0,4.0,SUV,4.0,7.0,16990.0,2.2,Silver ,NSW,True,True
Holden,2013.0,USED,Automatic,Unleaded,7.4,106722.0,4.0,Hatchback,5.0,5.0,10800.0,1.8,White ,NSW,True,False
Isuzu,2018.0,USED,Automatic,Diesel,8.1,72650.0,4.0,SUV,4.0,7.0,39880.0,3.0,White ,NSW,True,False
Kia,2015.0,USED,Automatic,Unleaded,7.1,123624.0,4.0,Sedan,4.0,5.0,14995.0,1.8,Silver ,NSW,True,False
Lexus,2014.0,USED,Automatic,Premium,9.7,155620.0,6.0,Sedan,4.0,5.0,27990.0,3.5,Silver ,NSW,False,True
Mazda,2018.0,USED,Automatic,Unleaded,4.9,53426.0,4.0,Hatchback,5.0,5.0,22990.0,1.5,White ,NSW,True,False
Toyota,2009.0,USED,Automatic,Unleaded,7.7,114727.0,4.0,Hatchback,5.0,5.0,14995.0,1.8,Silver ,NSW,True,False
Toyota,2016.0,USED,Automatic,Unleaded,10.6,98983.0,6.0,SUV,4.0,7.0,39280.0,3.5,Grey ,NSW,True,True
Volkswagen,2007.0,USED,Automatic,Premium,8.1,160523.0,4.0,Hatchback,3.0,5.0,10990.0,2.0,Silver ,NSW,True,False
Holden,2015.0,USED,Automatic,Premium,11.8,96000.0,8.0,Sedan,4.0,5.0,47990.0,6.0,White ,NSW,False,True
Nissan,2016.0,USED,Automatic,Unleaded,7.9,39397.0,4.0,SUV,4.0,5.0,23950.0,2.5,Red ,NSW,True,False
Hyundai,2020.0,USED,Automatic,Unleaded,7.4,54368.0,4.0,Hatchback,4.0,5.0,26990.0,2.0,White ,NSW,True,False
Holden,2014.0,USED,Automatic,Unleaded,7.4,220683.0,4.0,Hatchback,5.0,5.0,7990.0,1.8,Silver ,NSW,True,False
Mini,2016.0,USED,Manual,,,79008.0,,Hatchback,,,28999.0,,Black ,NSW,,
Toyota,2013.0,USED,Automatic,Unleaded,7.8,89140.0,4.0,Sedan,4.0,5.0,17900.0,2.5,Grey ,NSW,True,False
Toyota,2013.0,USED,Automatic,Unleaded,6.6,149974.0,4.0,Hatchback,5.0,5.0,16990.0,1.8,Red ,NSW,True,False
Hyundai,2019.0,USED,Automatic,Unleaded,7.4,44879.0,4.0,Hatchback,4.0,5.0,26990.0,2.0,White ,NSW,True,False
Mazda,2016.0,USED,Automatic,Diesel,9.2,110909.0,5.0,Ute / Tray,4.0,5.0,34913.0,3.2,White ,NSW,True,True
Toyota,2013.0,USED,Automatic,Unleaded,6.6,109519.0,4.0,Hatchback,5.0,5.0,19990.0,1.8,White ,NSW,True,False
Kia,2020.0,USED,Automatic,Unleaded,10.2,19372.0,6.0,Sedan,4.0,5.0,55888.0,3.3,Grey ,NSW,False,True
Toyota,2015.0,USED,Automatic,Unleaded,8.5,155198.0,4.0,SUV,4.0,5.0,24950.0,2.5,Silver ,NSW,True,True
Honda,2012.0,USED,Automatic,Unleaded,6.6,111323.0,4.0,Hatchback,5.0,5.0,12800.0,1.3,Green ,NSW,True,False
BMW,2017.0,USED,Automatic,Premium,5.8,79882.0,4.0,Hatchback,5.0,5.0,41280.0,2.0,Grey ,NSW,False,True
Volkswagen,2008.0,USED,Manual,Premium,8.1,155839.0,4.0,Hatchback,5.0,5.0,13990.0,2.0,Silver ,NSW,True,False
Subaru,2018.0,USED,Automatic,Unleaded,7.3,66805.0,4.0,SUV,4.0,5.0,33898.0,2.5,Grey ,NSW,True,True
Ford,2011.0,USED,Automatic,Diesel,8.2,227646.0,6.0,SUV,4.0,5.0,8913.0,2.7,Silver ,NSW,False,True
Kia,2013.0,USED,Automatic,Unleaded,6.3,88465.0,4.0,Hatchback,5.0,5.0,14888.0,1.4,Silver ,NSW,True,False
Holden,2013.0,USED,Automatic,Unleaded,9.5,237426.0,6.0,Sedan,4.0,5.0,15995.0,3.6,Blue ,NSW,False,True
Toyota,1999.0,USED,Manual,Diesel,0.0,41750.0,6.0,Ute / Tray,2.0,3.0,48999.0,4.2,Red ,NSW,True,True
Toyota,2013.0,USED,Manual,Diesel,8.1,345194.0,4.0,Ute / Tray,4.0,5.0,12990.0,3.0,White ,NSW,False,True
Toyota,2017.0,USED,Automatic,Unleaded,6.1,130970.0,4.0,Hatchback,5.0,5.0,23990.0,1.8,Red ,NSW,True,False
Honda,2016.0,USED,Automatic,Unleaded,6.0,35612.0,4.0,Sedan,4.0,5.0,24888.0,1.5,Silver ,NSW,True,False
Audi,2013.0,USED,Automatic,Premium,6.7,148265.0,4.0,Hatchback,5.0,5.0,13999.0,1.8,Brown ,NSW,True,False
Hyundai,2018.0,USED,Automatic,Unleaded,7.1,83494.0,4.0,Hatchback,4.0,5.0,27950.0,1.6,Black ,NSW,True,False
Mazda,2012.0,USED,Automatic,Unleaded,6.8,85492.0,4.0,Hatchback,5.0,5.0,13990.0,1.5,Silver ,NSW,True,False
Volkswagen,2013.0,USED,Automatic,Premium,8.8,126408.0,4.0,SUV,4.0,5.0,19999.0,2.0,Grey ,NSW,True,True
Renault,2017.0,USED,Manual,Diesel,6.2,173156.0,4.0,Commercial,4.0,3.0,22950.0,1.6,White ,NSW,True,False
Peugeot,2013.0,USED,Manual,Premium,5.9,78783.0,4.0,Hatchback,3.0,5.0,14990.0,1.6,Grey ,NSW,True,False
Land,2020.0,USED,Automatic,Premium,8.1,26227.0,4.0,SUV,4.0,5.0,69800.0,2.0,Black ,NSW,True,True
Honda,2017.0,USED,Automatic,Unleaded,6.6,101821.0,4.0,SUV,4.0,5.0,20995.0,1.8,Black ,NSW,True,False
Mitsubishi,2014.0,USED,Manual,Diesel,8.1,221872.0,4.0,Ute / Tray,4.0,5.0,14413.0,2.5,White ,NSW,True,True
Nissan,2015.0,USED,Automatic,Unleaded,6.7,90691.0,4.0,Sedan,4.0,5.0,14776.0,1.8,White ,NSW,True,False
Mazda,2018.0,USED,Automatic,Unleaded,7.0,24305.0,4.0,Sedan,4.0,5.0,29990.0,2.5,Blue ,NSW,True,False
Audi,2007.0,USED,Automatic,Premium,8.3,168901.0,4.0,Sedan,4.0,5.0,7950.0,2.0,Silver ,NSW,True,False
Honda,2005.0,USED,Automatic,Unleaded,9.3,167562.0,4.0,Sedan,4.0,5.0,7949.0,2.4,Gold ,NSW,True,False
Audi,2016.0,USED,Automatic,Diesel,6.8,152995.0,6.0,SUV,5.0,5.0,29999.0,3.0,Grey ,NSW,True,True
Toyota,2007.0,USED,Automatic,Unleaded,7.4,236946.0,4.0,Sedan,4.0,5.0,8880.0,1.8,Silver ,NSW,True,False
Holden,2011.0,USED,Automatic,Unleaded,9.8,183580.0,6.0,Wagon,4.0,5.0,12990.0,3.6,Silver ,NSW,False,True
Mercedes-Benz,2005.0,USED,Automatic,Unleaded,,180499.0,,Coupe,,,9999.0,,Black ,NSW,,
Nissan,2015.0,USED,Automatic,Diesel,5.3,124882.0,4.0,SUV,4.0,5.0,19888.0,1.6,Red ,NSW,True,False
Mazda,2005.0,USED,Automatic,Premium,8.9,247519.0,4.0,Sedan,4.0,5.0,5950.0,2.3,Gold ,NSW,True,False
Audi,2021.0,USED,Automatic,Premium,7.2,9819.0,4.0,SUV,4.0,5.0,51990.0,1.4,Blue ,NSW,True,False
Lexus,2004.0,USED,Automatic,Unleaded,10.5,124230.0,6.0,Sedan,4.0,5.0,16000.0,3.0,Black ,NSW,False,True
Mitsubishi,2020.0,USED,Automatic,Diesel,8.3,43839.0,4.0,Ute / Tray,2.0,2.0,33990.0,2.4,White ,NSW,False,True
Hyundai,2012.0,USED,Automatic,Unleaded,6.9,106286.0,4.0,Hatchback,5.0,5.0,16990.0,1.8,Silver ,NSW,True,False
Mercedes-Benz,2011.0,USED,Automatic,Unleaded,,167420.0,,,,,15999.0,,Black ,NSW,,
Toyota,2018.0,USED,Automatic,Unleaded,9.1,128601.0,6.0,SUV,4.0,7.0,36888.0,3.5,White ,NSW,True,False
Subaru,2011.0,USED,Automatic,Premium,10.3,91016.0,6.0,SUV,4.0,5.0,16999.0,3.6,Black ,NSW,True,True
Jaguar,2014.0,USED,Automatic,Diesel,5.2,38821.0,4.0,Sedan,4.0,5.0,29800.0,2.2,Grey ,NSW,False,True
Nissan,2015.0,USED,Automatic,Unleaded,7.9,94239.0,4.0,SUV,4.0,7.0,22990.0,2.5,White ,NSW,True,False
Ford,2013.0,USED,Manual,Diesel,9.4,167122.0,5.0,Ute / Tray,4.0,5.0,23913.0,3.2,White ,NSW,True,True
Honda,2004.0,USED,Automatic,Premium,9.4,207966.0,4.0,Sedan,4.0,5.0,8990.0,2.4,Silver ,NSW,True,False
Ford,2017.0,USED,Manual,Diesel,8.3,108767.0,5.0,Ute / Tray,2.0,2.0,29999.0,3.2,- ,NSW,True,True
Volkswagen,2015.0,USED,Automatic,Premium,4.8,39578.0,4.0,Hatchback,5.0,5.0,16420.0,1.2,White ,NSW,True,False
Mazda,2015.0,USED,Automatic,Unleaded,4.9,105633.0,4.0,Hatchback,5.0,5.0,16990.0,1.5,Red ,NSW,True,False
Nissan,2002.0,USED,Automatic,Unleaded,8.0,169981.0,4.0,Sedan,4.0,5.0,7880.0,1.8,Blue ,NSW,True,False
Toyota,2017.0,USED,Automatic,,,91702.0,,,,,38999.0,,Black ,NSW,,
Hyundai,2015.0,USED,Automatic,Unleaded,6.4,138263.0,4.0,Hatchback,3.0,4.0,21995.0,1.6,White ,NSW,True,False
Toyota,2006.0,USED,Automatic,Unleaded,7.4,238016.0,4.0,Hatchback,5.0,5.0,5999.0,1.8,Silver ,NSW,True,False
Mercedes-Benz,2013.0,USED,Automatic,Unleaded,,44441.0,,Hatchback,,,18990.0,,White ,NSW,False,True
Audi,2014.0,USED,Automatic,Diesel,5.9,73021.0,4.0,SUV,4.0,5.0,27995.0,2.0,White ,NSW,True,True
Holden,2010.0,USED,Automatic,Diesel,6.9,106831.0,4.0,Sedan,4.0,5.0,8995.0,2.0,Silver ,NSW,True,False
Hyundai,2012.0,USED,Automatic,Unleaded,7.6,209552.0,4.0,Hatchback,5.0,5.0,7995.0,2.0,Red ,NSW,True,False
Mitsubishi,2021.0,USED,Automatic,Unleaded,7.2,51311.0,4.0,SUV,4.0,5.0,30888.0,2.4,Red ,NSW,True,True
Toyota,2022.0,USED,Automatic,Hybrid,3.3,17984.0,3.0,Hatchback,5.0,5.0,39990.0,1.5,Brown ,NSW,True,False
Jeep,2014.0,USED,Automatic,Diesel,7.5,137763.0,6.0,SUV,4.0,5.0,24990.0,3.0,Black ,NSW,True,True
Honda,2022.0,USED,Automatic,Unleaded,7.3,21532.0,4.0,SUV,4.0,5.0,39990.0,1.5,Grey ,NSW,True,False
Land,2015.0,USED,Automatic,Diesel,8.8,139968.0,6.0,SUV,4.0,7.0,54990.0,3.0,Black ,NSW,True,True
MG,2022.0,DEMO,Automatic,Unleaded,7.1,15.0,4.0,SUV,4.0,5.0,23690.0,1.5,Blue ,NSW,True,False
Mitsubishi,2015.0,USED,Manual,Diesel,7.2,154276.0,4.0,Ute / Tray,4.0,5.0,28990.0,2.4,Silver ,NSW,True,True
Mercedes-Benz,2009.0,USED,Automatic,Premium,11.0,98170.0,8.0,Sedan,4.0,5.0,34990.0,5.5,Black ,NSW,False,True
Toyota,2023.0,USED,Automatic,Diesel,,90.0,,Commercial,,,79800.0,,White ,NSW,False,True
Kia,2013.0,USED,Manual,Unleaded,5.7,131990.0,4.0,Hatchback,5.0,5.0,11490.0,1.4,Silver ,NSW,True,False
Toyota,2019.0,USED,Automatic,Unleaded,6.0,173605.0,4.0,Hatchback,5.0,5.0,18995.0,2.0,White ,NSW,True,False
Toyota,2017.0,USED,Automatic,Diesel,8.7,160331.0,4.0,Commercial,4.0,2.0,34995.0,3.0,White ,NSW,False,True
Holden,2010.0,USED,Automatic,Unleaded,9.3,203500.0,6.0,Wagon,4.0,5.0,7995.0,3.0,White ,NSW,False,True
Toyota,2018.0,USED,Automatic,Diesel,8.5,37726.0,4.0,Ute / Tray,4.0,5.0,49913.0,2.8,White ,NSW,True,True
Mazda,2018.0,USED,Automatic,Unleaded,6.1,50304.0,4.0,Hatchback,5.0,5.0,23400.0,2.5,White ,NSW,True,False
BMW,2018.0,USED,Automatic,Premium,7.1,59223.0,6.0,Hatchback,5.0,5.0,44990.0,3.0,White ,NSW,False,True
Hyundai,2013.0,USED,Automatic,Unleaded,6.4,103629.0,4.0,Sedan,4.0,5.0,12995.0,1.6,Silver ,NSW,True,False
Holden,2013.0,USED,Automatic,Unleaded,,224899.0,,,,,15800.0,,Silver ,NSW,False,True
Jeep,2015.0,USED,Automatic,Diesel,7.5,92805.0,6.0,SUV,4.0,5.0,23913.0,3.0,Red ,NSW,True,True
Mercedes-Benz,2005.0,USED,Automatic,Unleaded,9.5,98800.0,4.0,Sedan,4.0,5.0,9888.0,1.8,Black ,NSW,False,True
Holden,2009.0,USED,Automatic,Unleaded,11.0,127994.0,6.0,Wagon,4.0,5.0,13990.0,3.6,Silver ,NSW,False,True
Subaru,2015.0,USED,Automatic,Unleaded,6.8,171352.0,4.0,Hatchback,5.0,5.0,15999.0,2.0,Black ,NSW,True,True
Mazda,2015.0,USED,Automatic,Diesel,9.2,31931.0,5.0,Ute / Tray,4.0,5.0,38800.0,3.2,White ,NSW,True,True
Suzuki,2011.0,USED,Automatic,Unleaded,6.2,158817.0,4.0,Hatchback,5.0,5.0,11800.0,1.4,Black ,NSW,True,False
Volkswagen,2016.0,USED,Manual,Premium,5.7,89757.0,4.0,Hatchback,5.0,5.0,16990.0,1.4,Grey ,NSW,True,False
Mitsubishi,2017.0,USED,Automatic,,,151105.0,,Wagon,,,36999.0,,Blue ,NSW,,
Mercedes-Benz,2011.0,USED,Automatic,Premium,7.6,120209.0,4.0,Sedan,4.0,5.0,18990.0,1.8,Silver ,NSW,False,True
Holden,2011.0,USED,Automatic,Unleaded,8.9,174239.0,6.0,Wagon,4.0,5.0,13800.0,3.0,White ,NSW,False,True
Toyota,2004.0,USED,Automatic,Unleaded,9.5,95362.0,4.0,Sedan,4.0,5.0,12995.0,2.4,Gold ,NSW,True,False
Toyota,2018.0,USED,Automatic,Premium,5.6,67615.0,4.0,SUV,4.0,5.0,32980.0,1.2,- ,NSW,True,True
Peugeot,2017.0,USED,Automatic,Premium,5.1,41522.0,3.0,Hatchback,5.0,5.0,18777.0,1.2,Red ,NSW,True,False
Audi,2018.0,USED,Automatic,Premium,5.3,38238.0,4.0,SUV,4.0,5.0,35800.0,1.4,Yellow ,NSW,True,False
Kia,2018.0,USED,Automatic,Diesel,7.2,157465.0,4.0,SUV,4.0,7.0,28950.0,2.2,White ,NSW,True,True
BMW,2017.0,USED,Automatic,Premium,5.2,44286.0,3.0,Hatchback,4.0,5.0,26800.0,1.5,White ,NSW,True,False
Hyundai,2017.0,USED,Automatic,Diesel,6.8,116134.0,4.0,SUV,4.0,5.0,28880.0,2.0,White ,NSW,True,True
Nissan,2007.0,USED,Manual,Diesel,10.8,165374.0,4.0,SUV,4.0,7.0,32950.0,3.0,Blue ,NSW,True,True
Hyundai,2020.0,USED,Automatic,Unleaded,7.4,40178.0,4.0,Hatchback,4.0,5.0,26300.0,2.0,White ,NSW,True,False
Honda,2010.0,USED,Automatic,Premium,8.9,191701.0,4.0,Sedan,4.0,5.0,10499.0,2.4,Red ,NSW,True,False
Mitsubishi,2019.0,USED,Automatic,Unleaded,7.6,43534.0,4.0,SUV,4.0,5.0,25990.0,2.0,White ,NSW,True,False
Nissan,2015.0,USED,Automatic,Unleaded,6.9,77936.0,4.0,SUV,4.0,5.0,23990.0,2.0,White ,NSW,True,False
Toyota,2015.0,USED,Manual,Diesel,11.5,217658.0,8.0,Ute / Tray,2.0,3.0,56913.0,4.5,White ,NSW,True,True
Volkswagen,2015.0,USED,Automatic,Premium,6.0,49801.0,4.0,Wagon,4.0,5.0,26990.0,1.8,White ,NSW,True,False
Subaru,2013.0,USED,Automatic,Unleaded,8.1,121608.0,4.0,SUV,4.0,5.0,16950.0,2.5,Black ,NSW,True,True
Renault,2014.0,USED,Automatic,Premium,5.6,112133.0,4.0,Wagon,4.0,5.0,13999.0,1.2,Black ,NSW,True,False
Renault,2018.0,USED,Manual,Diesel,6.2,153438.0,4.0,Commercial,4.0,3.0,31950.0,1.6,White ,NSW,True,False
Toyota,2013.0,USED,Manual,Unleaded,11.0,215189.0,4.0,Ute / Tray,2.0,3.0,13995.0,2.7,White ,NSW,False,True
Holden,2016.0,USED,Manual,Unleaded,7.4,139558.0,4.0,Sedan,4.0,5.0,12990.0,1.6,Black ,NSW,True,False
Rolls-Royce,2011.0,USED,Automatic,Premium,13.6,45385.0,12.0,Sedan,4.0,5.0,329990.0,6.6,Silver ,NSW,False,True
Volkswagen,2016.0,USED,Manual,Diesel,0.0,265837.0,4.0,Commercial,3.0,2.0,25995.0,2.0,White ,NSW,False,True
Hyundai,2010.0,USED,Automatic,Unleaded,7.6,186939.0,4.0,Hatchback,5.0,5.0,10995.0,2.0,White ,NSW,True,False
BMW,2013.0,USED,Automatic,Unleaded,,149501.0,,,,,23990.0,,White ,NSW,False,True
Kia,2015.0,USED,Automatic,Unleaded,7.1,103354.0,4.0,Hatchback,5.0,5.0,15888.0,1.8,White ,NSW,True,False
Toyota,2012.0,USED,Automatic,Unleaded,8.9,115000.0,4.0,Wagon,4.0,8.0,22999.0,2.4,White ,NSW,True,False
Toyota,2017.0,USED,Automatic,Unleaded,7.9,97480.0,4.0,Sedan,4.0,5.0,23999.0,2.5,- ,NSW,True,False
Toyota,2018.0,USED,Automatic,Unleaded,6.0,82020.0,4.0,Hatchback,5.0,5.0,29888.0,2.0,White ,NSW,True,False
Honda,2020.0,USED,Automatic,Unleaded,6.7,29007.0,4.0,SUV,4.0,5.0,34990.0,1.8,Grey ,NSW,True,False
Kia,2017.0,USED,Automatic,Unleaded,7.9,115759.0,4.0,SUV,4.0,5.0,24990.0,2.0,White ,NSW,True,False
Volkswagen,2015.0,USED,Automatic,Diesel,,168624.0,,Hatchback,,,16800.0,,Grey ,NSW,True,False
Land,2004.0,USED,Automatic,Diesel,,236221.0,,Wagon,,,9999.0,,Gold ,NSW,,
Toyota,2006.0,USED,Automatic,Unleaded,9.9,260901.0,4.0,Sedan,4.0,5.0,6990.0,2.4,Blue ,NSW,True,False
Hyundai,2018.0,USED,Automatic,Diesel,8.8,57505.0,4.0,Commercial,4.0,3.0,35995.0,2.5,Grey ,NSW,False,True
Subaru,2009.0,USED,Manual,Premium,10.7,153891.0,4.0,Sedan,4.0,5.0,16420.0,2.5,Grey ,NSW,True,True
Holden,2005.0,USED,Manual,Unleaded,0.0,169587.0,6.0,Ute / Tray,4.0,5.0,9913.0,3.5,White ,NSW,False,True
BMW,2013.0,USED,Automatic,Diesel,5.3,170658.0,4.0,Coupe,2.0,4.0,17890.0,2.0,Black ,NSW,False,True
Toyota,2015.0,USED,Automatic,Unleaded,7.4,119342.0,4.0,SUV,4.0,5.0,21888.0,2.0,White ,NSW,True,False
Volkswagen,2016.0,USED,Automatic,Diesel,7.8,132194.0,6.0,Ute / Tray,4.0,5.0,41950.0,3.0,Blue ,NSW,True,True
Holden,2017.0,USED,Automatic,Premium,6.3,128928.0,4.0,Hatchback,5.0,5.0,15984.0,1.6,Red ,NSW,True,False
Toyota,2010.0,USED,Automatic,Unleaded,11.0,269287.0,6.0,SUV,4.0,7.0,13995.0,3.5,White ,NSW,True,True
Toyota,2019.0,USED,Automatic,Hybrid,4.2,60906.0,4.0,Hatchback,5.0,5.0,35990.0,1.8,Silver ,NSW,True,False
Nissan,2015.0,USED,Automatic,Unleaded,7.9,188702.0,4.0,SUV,4.0,5.0,14900.0,2.5,Red ,NSW,True,False
BMW,2017.0,USED,Automatic,Diesel,4.7,41275.0,4.0,SUV,4.0,5.0,34880.0,2.0,Brown ,NSW,True,False
Mazda,2008.0,USED,Automatic,Premium,8.9,196135.0,4.0,Wagon,4.0,5.0,8950.0,2.5,Red ,NSW,True,False
Ford,2017.0,USED,Automatic,Diesel,8.8,196114.0,5.0,Ute / Tray,4.0,5.0,36990.0,3.2,White ,NSW,True,True
Hyundai,2009.0,USED,Automatic,Premium,10.6,152352.0,4.0,Wagon,4.0,8.0,19990.0,2.4,Silver ,NSW,False,True
Toyota,2013.0,USED,Automatic,Diesel,6.5,165245.0,4.0,SUV,4.0,5.0,16995.0,2.2,Silver ,NSW,True,True
Toyota,2012.0,USED,Automatic,Unleaded,11.0,101222.0,6.0,SUV,4.0,7.0,23990.0,3.5,White ,NSW,True,True
Holden,2018.0,USED,Automatic,Diesel,8.8,164863.0,4.0,Ute / Tray,4.0,5.0,23888.0,2.8,White ,NSW,False,True
Toyota,2016.0,USED,Automatic,Unleaded,6.1,74113.0,4.0,Hatchback,5.0,5.0,24950.0,1.8,Silver ,NSW,True,False
Holden,2012.0,USED,Automatic,Unleaded,11.3,121948.0,6.0,SUV,4.0,7.0,8999.0,3.0,Gold ,NSW,True,True
Mercedes-Benz,2009.0,USED,Automatic,Premium,8.2,73989.0,4.0,Sedan,4.0,5.0,13913.0,1.8,Silver ,NSW,False,True
Skoda,2010.0,USED,Automatic,Diesel,5.5,81608.0,4.0,Wagon,4.0,5.0,11880.0,2.0,Grey ,NSW,True,False
Holden,2014.0,USED,Automatic,Unleaded,,166136.0,,Wagon,,,23995.0,,White ,NSW,,
Lexus,2019.0,USED,Automatic,Unleaded,5.8,5159.0,4.0,SUV,4.0,5.0,43990.0,2.0,White ,NSW,True,False
Hyundai,2009.0,USED,Automatic,Premium,10.6,240239.0,4.0,Wagon,4.0,8.0,15990.0,2.4,Grey ,NSW,False,True
Hyundai,2019.0,USED,Automatic,Unleaded,7.9,104066.0,4.0,SUV,4.0,5.0,26990.0,2.0,White ,NSW,True,False
Toyota,2009.0,USED,Automatic,,,179643.0,4.0,Wagon,4.0,,12990.0,2.4,Gold ,NSW,,
Kia,2020.0,USED,Automatic,Unleaded,6.0,67712.0,4.0,Hatchback,5.0,5.0,21800.0,1.4,Red ,NSW,True,False
Skoda,2019.0,USED,Automatic,Premium,6.0,19768.0,4.0,Wagon,4.0,5.0,23990.0,1.4,Blue ,NSW,True,False
Nissan,2018.0,USED,Manual,Diesel,6.5,62782.0,4.0,Ute / Tray,4.0,5.0,41990.0,2.3,Silver ,NSW,True,True
Ford,2016.0,USED,Manual,Diesel,,183441.0,,Commercial,,,34990.0,,White ,NSW,False,True
Toyota,2017.0,USED,Automatic,Diesel,8.5,162384.0,4.0,Ute / Tray,4.0,5.0,37888.0,2.8,White ,NSW,True,True
Jaguar,2011.0,USED,Automatic,Diesel,6.8,133360.0,6.0,Sedan,4.0,5.0,23950.0,3.0,Black ,NSW,False,True
Mitsubishi,2017.0,USED,Automatic,Unleaded,7.4,89044.0,4.0,SUV,4.0,5.0,20995.0,2.0,White ,NSW,True,False
Kia,2021.0,USED,Automatic,Unleaded,5.8,4758.0,4.0,Hatchback,5.0,5.0,20444.0,1.2,Grey ,NSW,True,False
Toyota,2015.0,USED,Automatic,Unleaded,7.4,130569.0,4.0,SUV,4.0,5.0,23400.0,2.0,White ,NSW,True,False
Honda,2017.0,USED,Manual,Premium,8.8,88363.0,4.0,Hatchback,5.0,4.0,49880.0,2.0,Red ,NSW,True,False
Toyota,2007.0,USED,Manual,Unleaded,9.6,192415.0,4.0,SUV,4.0,5.0,10999.0,2.4,Black ,NSW,True,True
Isuzu,2013.0,USED,Manual,Diesel,8.0,223907.0,4.0,Ute / Tray,2.0,2.0,14913.0,3.0,White ,NSW,False,True
Ford,2012.0,USED,Automatic,Diesel,9.0,157563.0,6.0,SUV,4.0,7.0,16999.0,2.7,Grey ,NSW,True,True
Isuzu,2016.0,USED,Automatic,Diesel,8.1,310215.0,4.0,Ute / Tray,2.0,4.0,21990.0,3.0,White ,NSW,True,True
Mazda,2016.0,USED,Manual,Unleaded,5.8,209628.0,4.0,Sedan,4.0,5.0,13995.0,2.0,Grey ,NSW,True,False
Kia,2018.0,USED,Automatic,Unleaded,11.6,76027.0,6.0,Wagon,4.0,8.0,41999.0,3.3,White ,NSW,True,False
Kia,2011.0,USED,Automatic,Unleaded,7.8,97125.0,4.0,Coupe,2.0,5.0,11990.0,2.0,Red ,NSW,True,False
Mazda,2019.0,USED,Manual,Unleaded,6.2,55677.0,4.0,Hatchback,5.0,5.0,24888.0,2.0,White ,NSW,True,False
Toyota,2009.0,USED,Automatic,Unleaded,8.8,134916.0,4.0,Sedan,4.0,5.0,9990.0,2.4,Silver ,NSW,True,False
Ford,2016.0,USED,Manual,Premium,7.3,117686.0,4.0,Hatchback,5.0,5.0,26888.0,2.0,Grey ,NSW,True,False
Holden,2015.0,USED,Automatic,Unleaded,6.9,146059.0,4.0,SUV,4.0,5.0,11995.0,1.4,Black ,NSW,True,False
Nissan,2018.0,USED,Automatic,Unleaded,8.1,98754.0,4.0,SUV,4.0,7.0,24888.0,2.5,Silver ,NSW,True,False
Holden,2014.0,USED,Automatic,Unleaded,9.5,207234.0,6.0,Sedan,4.0,5.0,19995.0,3.6,Black ,NSW,False,True
MG,2023.0,NEW,Automatic,,6.9,15.0,4.0,SUV,5.0,5.0,27690.0,1.5,Red ,NSW,True,False
Holden,2010.0,USED,Automatic,Premium,14.6,176052.0,8.0,Sedan,4.0,5.0,18999.0,6.0,Silver ,NSW,False,True
Fiat,2015.0,USED,Manual,Premium,5.1,79452.0,4.0,Hatchback,3.0,4.0,9800.0,1.2,Red ,NSW,True,False
Mazda,2012.0,USED,Automatic,Unleaded,6.8,139976.0,4.0,Hatchback,5.0,5.0,12990.0,1.5,Silver ,NSW,True,False
Volkswagen,2015.0,USED,Automatic,Premium,6.6,98900.0,4.0,Hatchback,5.0,5.0,26888.0,2.0,Grey ,NSW,True,False
Mercedes-Benz,2016.0,USED,Automatic,Premium,7.0,99459.0,4.0,SUV,4.0,5.0,34950.0,2.0,Black ,NSW,True,True
