Brand,Year,UsedOrNew,Transmission,FuelType,FuelConsumption,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineVolume,ExtCol,State,DriveFront,DriveRear
Nissan,2019.0,USED,Automatic,Unleaded,7.9,135989.0,4.0,SUV,4.0,5.0,24900.0,2.5,Black ,VIC,True,False
Land,2015.0,USED,Automatic,Premium,8.0,85014.0,4.0,SUV,4.0,5.0,28990.0,2.0,White ,ACT,True,True
Nissan,2017.0,USED,Automatic,Diesel,6.8,266100.0,4.0,Ute / Tray,4.0,5.0,23490.0,2.3,White ,VIC,False,True
Nissan,2018.0,USED,Automatic,Unleaded,6.9,55218.0,4.0,SUV,4.0,5.0,31700.0,2.0,White ,VIC,True,False
Holden,2019.0,USED,Automatic,Diesel,8.7,112250.0,4.0,Ute / Tray,4.0,5.0,41990.0,2.8,- ,VIC,True,True
Holden,2019.0,USED,Automatic,Diesel,8.7,70132.0,4.0,Ute / Tray,4.0,5.0,51990.0,2.8,- ,VIC,True,True
GWM,2022.0,DEMO,Automatic,Premium,9.8,10.0,4.0,SUV,4.0,5.0,41485.0,2.0,Blue ,ACT,True,True
Mazda,2019.0,USED,Automatic,Unleaded,7.5,62320.0,4.0,SUV,4.0,5.0,34990.0,2.5,Silver ,VIC,True,True
Toyota,2017.0,USED,Automatic,Unleaded,,45342.0,,Wagon,,,52990.0,,White ,VIC,,
Mercedes-Benz,2017.0,USED,Automatic,Premium,7.0,79179.0,4.0,Wagon,4.0,5.0,39990.0,2.0,Grey ,VIC,True,True
Mitsubishi,2017.0,USED,Automatic,Unleaded,7.6,35920.0,4.0,SUV,4.0,5.0,23990.0,2.0,Black ,ACT,True,False
Holden,2019.0,USED,Automatic,Premium,7.9,70761.0,4.0,Wagon,4.0,5.0,27990.0,2.0,White ,QLD,True,False
Jeep,2022.0,DEMO,Automatic,Unleaded,7.9,1500.0,4.0,SUV,4.0,5.0,50499.0,2.4,Green ,VIC,True,True
Hyundai,2019.0,USED,Automatic,Unleaded,7.4,39993.0,4.0,Hatchback,4.0,5.0,23950.0,2.0,White ,VIC,True,False
Mercedes-Benz,2014.0,USED,Automatic,Premium,7.0,102088.0,4.0,Sedan,4.0,5.0,39888.0,2.0,Red ,VIC,True,True
Kia,2018.0,USED,Automatic,Unleaded,,42664.0,,Hatchback,,,19900.0,,White ,VIC,True,False
Mitsubishi,2021.0,USED,Automatic,Unleaded,7.2,54503.0,4.0,SUV,4.0,7.0,33888.0,2.4,White ,VIC,True,True
Mazda,2012.0,USED,Automatic,Diesel,5.7,133162.0,4.0,SUV,4.0,5.0,19830.0,2.2,Blue ,ACT,True,True
Mitsubishi,2021.0,USED,Automatic,Unleaded,7.2,59936.0,4.0,SUV,4.0,7.0,31990.0,2.4,Red ,VIC,True,True
Subaru,2004.0,USED,Manual,Unleaded,10.5,315334.0,4.0,Hatchback,5.0,5.0,4999.0,2.5,Silver ,QLD,True,True
Hyundai,2020.0,USED,Automatic,Unleaded,7.4,23977.0,4.0,Hatchback,4.0,5.0,32990.0,2.0,Black ,QLD,True,False
Nissan,2002.0,USED,Manual,Diesel,0.0,263239.0,4.0,Ute / Tray,4.0,5.0,8999.0,3.0,White ,ACT,True,True
Kia,2010.0,USED,Manual,Unleaded,6.9,282390.0,4.0,Sedan,4.0,5.0,5999.0,1.6,Black ,VIC,True,False
Nissan,2008.0,USED,Manual,Diesel,9.8,236147.0,4.0,Ute / Tray,4.0,5.0,14990.0,2.5,Red ,VIC,True,True
Volkswagen,2013.0,USED,Automatic,Premium,5.2,136788.0,4.0,Hatchback,5.0,5.0,16711.0,1.4,Silver ,VIC,True,False
Jeep,2011.0,USED,Automatic,Unleaded,11.6,215000.0,6.0,SUV,2.0,4.0,21990.0,3.8,Black ,QLD,True,True
Holden,2016.0,USED,Automatic,Unleaded,7.4,121339.0,4.0,Wagon,4.0,5.0,14620.0,1.8,White ,VIC,True,False
Nissan,2016.0,USED,Automatic,Premium,6.3,120648.0,4.0,SUV,4.0,5.0,14990.0,1.6,Red ,ACT,True,False
Toyota,2016.0,USED,Manual,Premium,7.8,68068.0,4.0,Coupe,2.0,4.0,32470.0,2.0,White ,VIC,False,True
Toyota,2018.0,USED,,Unleaded,,6500.0,,Wagon,,,104990.0,,Black ,VIC,,
Ford,2013.0,USED,Automatic,Unleaded,6.6,93500.0,4.0,Sedan,4.0,5.0,14990.0,2.0,Black ,VIC,True,False
Subaru,2010.0,USED,Automatic,Unleaded,9.6,94800.0,4.0,SUV,4.0,5.0,16987.0,2.5,White ,QLD,True,True
Toyota,2007.0,USED,Automatic,Unleaded,9.9,140824.0,4.0,Sedan,4.0,5.0,12750.0,2.4,Grey ,QLD,True,False
Mazda,2022.0,USED,Automatic,Unleaded,7.5,14528.0,4.0,SUV,4.0,5.0,39999.0,2.5,Blue ,VIC,True,True
Hyundai,2016.0,USED,Automatic,Diesel,7.8,88024.0,4.0,SUV,4.0,7.0,33988.0,2.2,White ,VIC,True,True
Hyundai,2020.0,USED,Automatic,Unleaded,7.4,55128.0,4.0,Hatchback,4.0,5.0,24999.0,2.0,White ,VIC,True,False
Holden,2017.0,USED,Automatic,Unleaded,9.5,80334.0,6.0,Sedan,4.0,5.0,32990.0,3.6,Grey ,VIC,False,True
Toyota,2018.0,USED,Automatic,Hybrid,4.2,77489.0,4.0,Sedan,4.0,5.0,36499.0,2.5,White ,VIC,True,False
Mercedes-Benz,2017.0,USED,Automatic,Premium,7.1,33145.0,4.0,Sedan,4.0,5.0,67868.0,2.0,Grey ,VIC,False,True
Holden,2018.0,USED,Automatic,Premium,9.1,61620.0,6.0,Wagon,4.0,5.0,32990.0,3.6,White ,QLD,True,True
Honda,2018.0,USED,Automatic,Unleaded,6.6,90227.0,4.0,SUV,4.0,5.0,26450.0,1.8,Grey ,VIC,True,False
Mazda,2022.0,USED,Automatic,Diesel,6.0,14510.0,4.0,SUV,4.0,5.0,43990.0,2.2,White ,VIC,True,True
Mitsubishi,2016.0,USED,Automatic,Unleaded,7.4,71605.0,4.0,SUV,4.0,5.0,21988.0,2.0,White ,VIC,True,False
Ford,2018.0,USED,Automatic,Diesel,8.4,160928.0,5.0,SUV,4.0,7.0,39990.0,3.2,Red ,VIC,False,True
Volkswagen,2018.0,USED,Manual,Premium,5.7,51128.0,4.0,Hatchback,5.0,5.0,21990.0,1.4,White ,VIC,True,False
Kia,2019.0,USED,Automatic,Unleaded,7.4,61388.0,4.0,Hatchback,5.0,5.0,24990.0,2.0,White ,VIC,True,False
Mercedes-Benz,2014.0,USED,Automatic,Diesel,4.5,72314.0,4.0,Sedan,4.0,5.0,37888.0,2.1,Blue ,VIC,False,True
Mazda,2017.0,USED,Manual,Diesel,7.6,182650.0,4.0,Ute / Tray,2.0,3.0,16999.0,2.2,White ,VIC,False,True
Hyundai,2021.0,USED,Automatic,Unleaded,7.4,34960.0,4.0,Hatchback,4.0,5.0,27390.0,2.0,White ,VIC,True,False
Ford,2022.0,USED,Automatic,Diesel,7.6,4341.0,4.0,Ute / Tray,4.0,5.0,50888.0,2.0,White ,VIC,False,True
Toyota,2009.0,USED,Automatic,Unleaded,9.6,190344.0,4.0,SUV,4.0,5.0,15990.0,2.4,White ,VIC,True,True
Toyota,2020.0,USED,Automatic,Hybrid,4.2,36511.0,4.0,Hatchback,5.0,5.0,39380.0,1.8,Red ,VIC,True,False
Mazda,2015.0,USED,Automatic,Unleaded,11.0,114090.0,6.0,SUV,4.0,7.0,26999.0,3.7,Grey ,VIC,True,False
Nissan,2021.0,USED,Automatic,Diesel,7.9,40000.0,4.0,Ute / Tray,4.0,5.0,51990.0,2.3,Red ,VIC,True,True
Audi,2014.0,USED,Automatic,Premium,7.7,104934.0,4.0,SUV,4.0,5.0,21990.0,2.0,White ,VIC,True,True
Toyota,2004.0,USED,Automatic,,,173443.0,,Wagon,,,10888.0,,White ,VIC,True,False
Subaru,2018.0,USED,Automatic,Unleaded,6.6,88217.0,4.0,Hatchback,5.0,5.0,22990.0,2.0,White ,QLD,True,True
Mazda,2014.0,USED,Manual,Unleaded,6.4,87876.0,4.0,SUV,4.0,5.0,19990.0,2.0,Silver ,VIC,True,False
Mitsubishi,2006.0,USED,Automatic,Unleaded,9.5,226000.0,4.0,SUV,4.0,5.0,11888.0,2.4,Black ,VIC,True,True
Volkswagen,2022.0,USED,Automatic,Premium,5.4,28916.0,3.0,SUV,4.0,5.0,35989.0,1.0,White ,VIC,True,False
Ford,2019.0,USED,Automatic,Diesel,7.2,79662.0,4.0,Commercial,2.0,3.0,43988.0,2.0,White ,VIC,True,False
Mazda,2017.0,USED,Automatic,Unleaded,6.6,98427.0,4.0,Sedan,4.0,5.0,29950.0,2.5,Grey ,VIC,True,False
Ford,2019.0,USED,Automatic,Diesel,8.7,164487.0,5.0,Ute / Tray,4.0,5.0,31999.0,3.2,White ,VIC,True,True
Subaru,2009.0,USED,Automatic,Premium,8.4,245609.0,4.0,SUV,4.0,5.0,12999.0,2.5,Blue ,VIC,True,True
Holden,2018.0,USED,Automatic,Unleaded,6.7,75931.0,4.0,SUV,4.0,5.0,21990.0,1.4,White ,VIC,True,False
Nissan,2017.0,USED,Automatic,Unleaded,8.3,71698.0,4.0,SUV,4.0,5.0,24930.0,2.5,White ,ACT,True,True
Toyota,2019.0,USED,Automatic,Hybrid,4.2,27955.0,4.0,Hatchback,5.0,5.0,33990.0,1.8,Red ,VIC,True,False
Volkswagen,2022.0,DEMO,Automatic,Premium,6.2,1200.0,4.0,Wagon,4.0,5.0,69990.0,2.0,Black ,VIC,True,False
Subaru,2010.0,USED,Automatic,Premium,8.4,217221.0,4.0,Sedan,4.0,5.0,14990.0,2.5,Red ,VIC,True,True
Jeep,2020.0,USED,Automatic,Unleaded,9.7,49673.0,6.0,SUV,4.0,5.0,64990.0,3.6,Silver ,NSW,True,True
Toyota,2020.0,USED,Automatic,Hybrid,4.8,26418.0,4.0,SUV,5.0,5.0,59880.0,2.5,White ,VIC,True,True
Mitsubishi,2018.0,USED,Automatic,Diesel,7.6,95435.0,4.0,Ute / Tray,4.0,5.0,37470.0,2.4,Grey ,VIC,True,True
Toyota,2018.0,USED,Automatic,Unleaded,7.4,62390.0,4.0,SUV,4.0,5.0,32490.0,2.0,White ,QLD,True,False
Subaru,2013.0,USED,Automatic,Unleaded,7.1,175053.0,4.0,SUV,4.0,5.0,15850.0,2.0,Orange ,NSW,True,True
Mazda,2012.0,USED,Manual,Diesel,8.9,339903.0,5.0,Ute / Tray,4.0,4.0,15990.0,3.2,Grey ,VIC,True,True
Subaru,2010.0,USED,Manual,Premium,8.9,95121.0,4.0,Sedan,4.0,5.0,13999.0,2.0,Black ,VIC,True,True
Toyota,2021.0,USED,Automatic,Diesel,7.9,23411.0,4.0,Ute / Tray,4.0,5.0,71990.0,2.8,Grey ,VIC,True,True
Subaru,2017.0,USED,Automatic,Premium,7.4,115362.0,4.0,Wagon,4.0,5.0,29990.0,1.6,Black ,VIC,True,True
Mercedes-Benz,2017.0,USED,Automatic,Diesel,4.9,31023.0,4.0,Wagon,4.0,4.0,47990.0,2.1,Grey ,QLD,False,True
Toyota,2017.0,USED,Automatic,Diesel,8.5,135384.0,4.0,Ute / Tray,4.0,5.0,42888.0,2.8,White ,VIC,True,True
Kia,2020.0,USED,Automatic,Unleaded,5.8,14275.0,4.0,Hatchback,5.0,5.0,22990.0,1.2,White ,QLD,True,False
Nissan,2018.0,USED,Automatic,Diesel,7.0,95863.0,4.0,Ute / Tray,4.0,5.0,33790.0,2.3,White ,VIC,True,True
Mitsubishi,2014.0,USED,Automatic,Unleaded,4.9,198259.0,3.0,Hatchback,5.0,5.0,8987.0,1.2,Green ,QLD,True,False
Toyota,2018.0,USED,Automatic,Diesel,7.6,46888.0,4.0,Ute / Tray,2.0,4.0,56000.0,2.8,Grey ,VIC,True,True
Nissan,2011.0,USED,Automatic,Diesel,,219532.0,,Ute / Tray,,,22990.0,,Silver ,VIC,,
Kia,2010.0,USED,Automatic,Unleaded,12.8,140010.0,6.0,Wagon,4.0,8.0,12990.0,3.8,Blue ,VIC,True,False
Subaru,2018.0,USED,Automatic,,,98500.0,,,,,35950.0,,Blue ,VIC,,
Hyundai,2017.0,USED,Automatic,Unleaded,6.4,78723.0,4.0,Hatchback,5.0,5.0,17999.0,1.4,Blue ,VIC,True,False
Subaru,2003.0,USED,Manual,Unleaded,10.2,222609.0,4.0,Sedan,4.0,5.0,4999.0,2.5,Silver ,QLD,True,True
Suzuki,2019.0,USED,Automatic,Unleaded,4.8,64680.0,4.0,Hatchback,5.0,5.0,20999.0,1.2,Blue ,VIC,True,False
Holden,2017.0,USED,Automatic,Unleaded,6.9,160351.0,4.0,SUV,4.0,5.0,18799.0,1.4,Grey ,VIC,True,False
Peugeot,2018.0,USED,Automatic,Premium,5.2,93205.0,3.0,Hatchback,5.0,5.0,18950.0,1.2,Blue ,VIC,True,False
Mazda,2017.0,USED,Automatic,Unleaded,6.6,89730.0,4.0,Sedan,4.0,5.0,27990.0,2.5,White ,VIC,True,False
Holden,2012.0,USED,Automatic,Unleaded,,138589.0,,Wagon,,,9499.0,,Silver ,VIC,True,False
Ford,2018.0,USED,Automatic,Diesel,8.5,149747.0,5.0,SUV,4.0,7.0,38950.0,3.2,White ,VIC,True,True
Audi,1999.0,USED,Manual,Premium,10.5,204026.0,4.0,Coupe,2.0,4.0,15999.0,1.8,Silver ,VIC,True,True
Volkswagen,2022.0,DEMO,Automatic,Premium,7.3,2207.0,4.0,SUV,4.0,5.0,57150.0,2.0,Red ,NSW,True,True
Jeep,2023.0,NEW,Automatic,,10.6,16.0,6.0,SUV,4.0,7.0,79990.0,3.6,- ,VIC,True,True
BMW,2016.0,USED,Automatic,Diesel,6.2,85400.0,6.0,SUV,4.0,5.0,54990.0,3.0,Blue ,VIC,True,True
Volkswagen,2017.0,USED,Automatic,Diesel,7.8,86914.0,6.0,Ute / Tray,4.0,5.0,46800.0,3.0,Black ,VIC,True,True
Nissan,2020.0,USED,Automatic,Unleaded,8.3,68757.0,4.0,SUV,4.0,5.0,29990.0,2.5,Silver ,VIC,True,True
Ford,2019.0,USED,Automatic,Diesel,6.9,96732.0,4.0,SUV,4.0,7.0,49999.0,2.0,Grey ,VIC,False,True
Hyundai,2020.0,USED,Automatic,Unleaded,7.2,62142.0,4.0,SUV,4.0,5.0,27777.0,2.0,Silver ,VIC,True,False
Jeep,2023.0,NEW,Automatic,Unleaded,9.7,40.0,6.0,SUV,4.0,5.0,84999.0,3.6,White ,VIC,True,True
Hyundai,2018.0,USED,Automatic,Unleaded,7.2,26264.0,4.0,Sedan,4.0,5.0,26090.0,2.0,Grey ,VIC,True,False
Isuzu,2018.0,USED,Manual,Diesel,7.8,85491.0,4.0,Ute / Tray,2.0,2.0,37990.0,3.0,White ,NSW,True,True
Nissan,2017.0,USED,Automatic,Unleaded,8.3,64973.0,4.0,SUV,4.0,5.0,31990.0,2.5,White ,VIC,True,True
Kia,2020.0,USED,Automatic,Diesel,7.6,60323.0,4.0,Wagon,4.0,8.0,39990.0,2.2,Grey ,VIC,True,False
Nissan,2020.0,USED,Automatic,Unleaded,8.1,56900.0,4.0,SUV,4.0,7.0,29996.0,2.5,Grey ,VIC,True,False
Mitsubishi,2018.0,USED,Automatic,Unleaded,7.6,100734.0,4.0,SUV,4.0,5.0,22490.0,2.0,Grey ,VIC,True,False
Volkswagen,2016.0,USED,Automatic,Diesel,7.2,178987.0,6.0,SUV,4.0,5.0,28987.0,3.0,White ,VIC,True,True
Isuzu,2019.0,USED,Automatic,Diesel,7.5,82000.0,4.0,Ute / Tray,2.0,4.0,35990.0,3.0,White ,VIC,False,True
Ford,2010.0,USED,Automatic,Unleaded,10.1,188921.0,6.0,Sedan,4.0,5.0,12536.0,4.0,Black ,VIC,False,True
Hyundai,2015.0,USED,Automatic,Unleaded,7.9,99616.0,4.0,SUV,4.0,5.0,24990.0,2.0,White ,VIC,True,False
Toyota,2009.0,USED,Automatic,,,106341.0,,Wagon,,,16999.0,,Blue ,QLD,,
Mitsubishi,2019.0,USED,Automatic,Unleaded,7.6,59138.0,4.0,SUV,4.0,5.0,26890.0,2.0,Grey ,VIC,True,False
Chery,2023.0,NEW,Automatic,,6.9,,4.0,SUV,4.0,5.0,33490.0,1.5,Grey ,VIC,True,False
Toyota,2022.0,USED,Automatic,Unleaded,4.9,3000.0,3.0,Hatchback,5.0,5.0,36880.0,1.5,Gold ,VIC,True,False
Lexus,2015.0,USED,Automatic,Premium,7.9,65905.0,4.0,SUV,4.0,5.0,41990.0,2.0,Grey ,VIC,True,True
Kia,2017.0,USED,Automatic,Unleaded,7.9,77936.0,4.0,SUV,4.0,5.0,26888.0,2.0,White ,VIC,True,False
Hyundai,2019.0,USED,Automatic,Unleaded,7.4,65016.0,4.0,Hatchback,4.0,5.0,24355.0,2.0,Red ,VIC,True,False
Hyundai,2014.0,USED,Automatic,Unleaded,9.0,208123.0,4.0,SUV,4.0,7.0,19800.0,2.4,Black ,VIC,True,True
Toyota,2019.0,USED,Automatic,Unleaded,9.5,93958.0,6.0,SUV,4.0,7.0,47990.0,3.5,White ,VIC,True,True
Honda,1981.0,USED,Automatic,,,43749.0,4.0,Hatchback,5.0,,19490.0,1.5,Blue ,QLD,True,False
Land,2019.0,USED,Automatic,Diesel,6.2,57000.0,4.0,SUV,4.0,5.0,81987.0,2.0,Black ,QLD,True,True
Chevrolet,2021.0,USED,Automatic,Unleaded,0.0,32594.0,8.0,Ute / Tray,4.0,5.0,129990.0,6.2,Blue ,QLD,True,True
Renault,2023.0,NEW,Automatic,,8.0,7.0,4.0,Hatchback,5.0,5.0,69990.0,1.8,Black ,QLD,True,False
Mazda,2004.0,USED,Automatic,Premium,10.0,191401.0,4.0,Wagon,4.0,5.0,6990.0,2.3,White ,QLD,True,False
Nissan,2019.0,USED,Automatic,Premium,9.9,106312.0,6.0,SUV,4.0,7.0,30990.0,3.5,Grey ,VIC,True,False
Toyota,2015.0,USED,Manual,Diesel,7.6,119126.0,4.0,Ute / Tray,4.0,5.0,38888.0,2.8,White ,QLD,True,True
Toyota,2016.0,USED,Automatic,Diesel,9.5,165000.0,8.0,SUV,4.0,7.0,89665.0,4.5,White ,VIC,True,True
Ford,2021.0,USED,Automatic,Diesel,7.4,19790.0,4.0,Ute / Tray,4.0,5.0,56990.0,2.0,White ,VIC,True,True
Mercedes-Benz,2018.0,USED,Automatic,Diesel,6.1,141330.0,4.0,Commercial,4.0,2.0,34990.0,2.1,White ,VIC,False,True
Mazda,2021.0,USED,Automatic,Unleaded,8.8,48772.0,4.0,SUV,4.0,7.0,56990.0,2.5,White ,VIC,True,True
Mercedes-Benz,2007.0,USED,Manual,Diesel,9.0,173821.0,4.0,Commercial,4.0,2.0,15990.0,2.1,White ,VIC,False,True
Mazda,2018.0,USED,Automatic,Diesel,6.0,156265.0,4.0,SUV,4.0,5.0,27888.0,2.2,Silver ,QLD,True,True
Toyota,2021.0,USED,Automatic,Diesel,7.9,53425.0,4.0,SUV,4.0,7.0,70880.0,2.8,White ,VIC,True,True
Subaru,2020.0,USED,Automatic,Unleaded,7.0,28110.0,4.0,SUV,4.0,5.0,37970.0,2.0,Silver ,VIC,True,True
Suzuki,2020.0,USED,Automatic,Unleaded,4.8,71737.0,4.0,Hatchback,5.0,5.0,20999.0,1.2,Blue ,VIC,True,False
Mitsubishi,2019.0,USED,Automatic,Diesel,,153572.0,,SUV,,,33999.0,,White ,VIC,,
Ford,2016.0,USED,Manual,Diesel,6.9,202690.0,4.0,Ute / Tray,4.0,5.0,23990.0,2.2,White ,VIC,False,True
Mitsubishi,2017.0,USED,Automatic,Unleaded,7.4,105931.0,4.0,Sedan,4.0,5.0,21999.0,2.0,Grey ,VIC,True,False
Mazda,2019.0,USED,Automatic,Unleaded,8.4,54520.0,4.0,SUV,4.0,7.0,48990.0,2.5,- ,VIC,True,False
Jeep,2019.0,USED,Automatic,Diesel,,28537.0,,Wagon,,,77333.0,,Black ,VIC,,
Mazda,2017.0,USED,Manual,Unleaded,6.3,96821.0,4.0,SUV,4.0,5.0,25850.0,2.0,Brown ,QLD,True,False
Mercedes-Benz,2016.0,USED,Automatic,Premium,6.5,63964.0,4.0,Sedan,4.0,5.0,37950.0,2.0,White ,QLD,False,True
Toyota,2021.0,USED,Automatic,Premium,,16170.0,,,,,45999.0,,White ,VIC,True,False
Toyota,2018.0,USED,Automatic,Unleaded,,58515.0,,Wagon,,,45990.0,,Black ,VIC,,
Peugeot,2019.0,USED,Automatic,Premium,5.2,69877.0,3.0,Hatchback,5.0,5.0,19990.0,1.2,Grey ,VIC,True,False
Subaru,2021.0,USED,Automatic,Unleaded,7.3,12883.0,4.0,SUV,4.0,5.0,51990.0,2.5,Grey ,QLD,True,True
Nissan,2022.0,USED,Automatic,Premium,9.8,7835.0,6.0,Coupe,2.0,2.0,85990.0,3.0,Blue ,VIC,False,True
Kia,2020.0,USED,Automatic,Unleaded,7.4,15729.0,4.0,Hatchback,5.0,5.0,28988.0,2.0,Grey ,VIC,True,False
Ford,2011.0,USED,Automatic,Unleaded,9.9,130826.0,6.0,Sedan,4.0,5.0,15999.0,4.0,Blue ,VIC,False,True
Hyundai,2019.0,USED,Automatic,Unleaded,7.9,74798.0,4.0,SUV,4.0,5.0,25990.0,2.0,Silver ,NSW,True,False
Toyota,2011.0,USED,Automatic,Unleaded,12.6,169714.0,4.0,People Mover,3.0,14.0,31990.0,2.7,White ,VIC,False,True
Audi,2017.0,USED,Automatic,Diesel,5.4,98370.0,4.0,SUV,4.0,5.0,45990.0,2.0,Black ,QLD,True,True
Jeep,2023.0,NEW,Automatic,Unleaded,9.7,16.0,6.0,SUV,4.0,5.0,84990.0,3.6,- ,VIC,True,True
Volkswagen,2021.0,USED,Automatic,Premium,7.7,26348.0,4.0,SUV,4.0,5.0,41900.0,1.4,White ,VIC,True,False
Mercedes-Benz,2013.0,USED,Automatic,Diesel,8.2,148805.0,4.0,Commercial,4.0,2.0,31450.0,2.1,White ,VIC,False,True
Toyota,2019.0,USED,Automatic,Unleaded,8.3,64499.0,4.0,Sedan,4.0,5.0,35999.0,2.5,Black ,VIC,True,False
Toyota,2022.0,USED,Automatic,Premium,,13967.0,,Wagon,,,79990.0,,Blue ,VIC,,
Kia,2018.0,USED,Automatic,Unleaded,7.9,79340.0,4.0,SUV,4.0,5.0,26495.0,2.0,Red ,VIC,True,False
Subaru,2019.0,USED,Automatic,Unleaded,7.0,54349.0,4.0,SUV,4.0,5.0,30990.0,2.0,Red ,QLD,True,True
Mazda,2018.0,USED,Automatic,Unleaded,6.1,50566.0,4.0,SUV,4.0,5.0,25990.0,2.0,Black ,VIC,True,False
Holden,2012.0,USED,Automatic,Unleaded,11.3,124370.0,6.0,SUV,4.0,7.0,12800.0,3.0,Black ,VIC,True,True
Chery,2023.0,NEW,Automatic,,6.9,,4.0,SUV,4.0,5.0,33490.0,1.5,Black ,VIC,True,False
Subaru,2019.0,USED,Automatic,Unleaded,7.3,56496.0,4.0,Sedan,4.0,5.0,26990.0,2.5,Blue ,VIC,True,True
Honda,2016.0,USED,Automatic,Unleaded,7.6,243406.0,4.0,Wagon,4.0,8.0,18899.0,2.4,White ,VIC,True,False
Nissan,2015.0,USED,Automatic,Hybrid,8.4,157889.0,4.0,SUV,4.0,7.0,23888.0,2.5,White ,VIC,True,False
Mitsubishi,2011.0,USED,Manual,Unleaded,9.5,138017.0,4.0,SUV,4.0,5.0,11990.0,2.4,White ,VIC,True,False
Suzuki,2019.0,USED,Automatic,Unleaded,4.8,63825.0,4.0,Hatchback,5.0,5.0,20999.0,1.2,Blue ,VIC,True,False
Toyota,2019.0,USED,Automatic,Hybrid,4.2,34283.0,4.0,Hatchback,5.0,5.0,33900.0,1.8,Silver ,VIC,True,False
Nissan,2016.0,USED,Automatic,Unleaded,7.9,108000.0,4.0,SUV,4.0,5.0,23705.0,2.5,White ,VIC,True,False
Hyundai,2017.0,USED,Automatic,Diesel,6.8,14936.0,4.0,SUV,4.0,5.0,38999.0,2.0,Red ,VIC,True,True
Toyota,2018.0,USED,Automatic,Hybrid,4.2,9901.0,4.0,Sedan,4.0,5.0,41970.0,2.5,White ,VIC,True,False
Hyundai,2019.0,USED,Automatic,Unleaded,7.9,69549.0,4.0,SUV,4.0,5.0,25990.0,2.0,Silver ,NSW,True,False
Volkswagen,2019.0,USED,Automatic,Premium,6.7,22680.0,4.0,Hatchback,5.0,5.0,44990.0,2.0,White ,QLD,True,False
Toyota,2005.0,USED,Automatic,Unleaded,9.8,93618.0,4.0,Sedan,4.0,5.0,10890.0,2.4,Silver ,VIC,True,False
Toyota,2022.0,USED,Automatic,Premium,7.7,15483.0,6.0,Coupe,2.0,2.0,95888.0,3.0,Grey ,VIC,False,True
Honda,2017.0,USED,Manual,Premium,8.8,31685.0,4.0,Hatchback,5.0,4.0,55990.0,2.0,White ,VIC,True,False
Toyota,2015.0,USED,Manual,Diesel,8.3,198600.0,4.0,Ute / Tray,4.0,5.0,33990.0,3.0,White ,VIC,True,True
Honda,2009.0,USED,Automatic,Unleaded,10.0,157443.0,4.0,SUV,4.0,5.0,12990.0,2.4,Silver ,QLD,True,True
Renault,2021.0,USED,Automatic,Unleaded,8.1,46377.0,4.0,SUV,4.0,5.0,30990.0,2.5,Blue ,VIC,True,False
Honda,2019.0,USED,Automatic,Unleaded,7.3,45187.0,4.0,SUV,4.0,7.0,34990.0,1.5,Silver ,VIC,True,False
Mazda,2019.0,USED,Automatic,Unleaded,,18664.0,,,,,30990.0,,Red ,VIC,True,False
Mazda,2019.0,USED,Automatic,Unleaded,6.6,24256.0,4.0,Hatchback,5.0,5.0,33488.0,2.5,Grey ,VIC,True,False
Renault,2018.0,USED,Automatic,Diesel,6.1,100456.0,4.0,SUV,4.0,5.0,27950.0,2.0,White ,VIC,True,True
Renault,2016.0,USED,Automatic,Unleaded,5.2,110002.0,4.0,Hatchback,5.0,5.0,16490.0,1.2,Blue ,VIC,True,False
BMW,2013.0,USED,Automatic,Diesel,5.0,104000.0,4.0,SUV,4.0,5.0,19990.0,2.0,Black ,VIC,False,True
Mitsubishi,2018.0,USED,Automatic,Unleaded,7.3,18868.0,4.0,SUV,4.0,5.0,28990.0,1.5,Grey ,NSW,True,False
Suzuki,2022.0,USED,Manual,Unleaded,5.1,22025.0,4.0,Hatchback,4.0,5.0,19990.0,1.4,White ,VIC,True,False
Toyota,2013.0,USED,Automatic,Unleaded,7.4,211287.0,4.0,SUV,4.0,5.0,19888.0,2.0,Red ,VIC,True,False
Kia,2020.0,USED,Automatic,Unleaded,5.8,16057.0,4.0,Hatchback,5.0,5.0,18988.0,1.2,Orange ,VIC,True,False
Mazda,2015.0,USED,Automatic,Diesel,8.4,271897.0,5.0,Ute / Tray,4.0,4.0,14670.0,3.2,White ,VIC,False,True
Chery,2023.0,NEW,Automatic,,6.9,,4.0,SUV,4.0,5.0,33490.0,1.5,White ,VIC,True,False
Holden,2017.0,USED,Manual,Premium,6.5,88059.0,4.0,Hatchback,5.0,5.0,17790.0,1.6,Red ,VIC,True,False
Kia,2013.0,USED,Automatic,Unleaded,8.8,140331.0,4.0,SUV,4.0,5.0,17970.0,2.0,Silver ,VIC,True,True
Audi,2010.0,USED,Automatic,Diesel,7.5,169790.0,6.0,SUV,4.0,5.0,20990.0,3.0,Grey ,QLD,True,True
Ford,2021.0,USED,Automatic,Diesel,7.4,15310.0,4.0,Ute / Tray,4.0,5.0,56990.0,2.0,White ,QLD,True,True
Nissan,2009.0,USED,Automatic,Unleaded,6.8,122366.0,4.0,Hatchback,5.0,5.0,9987.0,1.4,Blue ,VIC,True,False
